Cluster_ID,Longitude,Latitude,Number_Of_Points
10,-73.97664437008288,40.75474493944095,1932
21,-73.97016784062848,40.761383694725076,891
7,-73.9911672724936,40.750096539845764,389
95,-73.98158522429901,40.76646975077879,321
57,-73.99372898739495,40.75170358403361,238
15,-73.97993444067801,40.760412644067785,236
3,-73.98765404411762,40.74994819117651,204
63,-73.98441654591832,40.745664959183664,196
17,-73.9818639731183,40.773608537634395,186
93,-73.98617283152176,40.740328114130435,184
51,-73.98135054491017,40.780456125748486,167
101,-73.9902508367347,40.75622310884353,147
4,-73.96178745985402,40.773825759124094,137
67,-73.95638126865671,40.781175395522375,134
96,-73.98517670454544,40.759551954545465,132
1,-73.95436541984735,40.76591704580151,131
205,-73.98599579365079,40.75648719047617,126
8,-73.9944165609756,40.74555930081301,123
42,-73.99144812605043,40.73878638655464,119
356,-73.86316429411765,40.769533428571435,119
115,-73.98248634999996,40.76253988000001,100
139,-73.95909535714287,40.77463704081634,98
2,-73.98354254347826,40.75569411956521,92
82,-73.97679076744186,40.76402999999999,86
321,-73.98246932530124,40.74539880722892,83
55,-73.97204860975609,40.756453353658536,82
54,-73.9644694102564,40.77308615384616,78
97,-73.95129965384614,40.77016380769232,78
141,-73.95933470129869,40.780096090909105,77
71,-73.96220204054052,40.776204500000006,74
112,-73.9850122162162,40.74757287837836,74
149,-73.96444609859155,40.77006143661975,71
252,-73.95491491428574,40.76396419999999,70
182,-73.99877814492751,40.734608159420276,69
191,-73.97476202985072,40.7419096567164,67
25,-73.994869515625,40.74002746875,64
269,-73.96626435937499,40.761748859375004,64
40,-73.95553761290321,40.77967869354841,62
31,-73.98970528333332,40.734887533333314,60
86,-73.96092598275862,40.76933386206897,58
6,-73.98827236363636,40.754008363636366,55
546,-73.87077758181817,40.773720854545445,55
52,-73.9722967037037,40.759398407407396,54
160,-73.95424051851852,40.78433246296295,54
130,-74.00722258490566,40.72805213207548,53
140,-73.99342373076921,40.74976217307692,52
113,-73.97971713725492,40.78415874509803,51
9,-73.9582227,40.76877238,50
99,-73.98219181999997,40.73175077999999,50
43,-74.0158347755102,40.71112157142857,49
