85,1311,40.75219,-73.938681,85000004
85,3914,40.751392,-73.93988,85000001
85,4993,40.751289,-73.940023,85000001
85,5258,40.75418,-73.94214,85000002
85,6314,40.751998,-73.93927,85000004
85,7030,40.749987,-73.94406,85000003
85,7382,40.75411,-73.942377,85000002
85,8976,40.749987,-73.94406,85000003
85,10188,40.750253,-73.938827,85000007
85,14746,40.751418,-73.939917,85000001
85,15101,40.749987,-73.94406,85000003
85,21758,40.750815,-73.940268,85000001
85,24309,40.752429,-73.939027,85000004
85,29394,40.758232,-73.937337,85000005
85,31217,40.750393,-73.943973,85000003
85,31262,40.752862,-73.938563,85000004
85,31340,40.758125,-73.937518,85000005
85,33954,40.749987,-73.94406,85000003
85,34861,40.75261,-73.938698,85000004
85,35259,40.750815,-73.940268,85000001
85,35578,40.759826,-73.936991,85000006
85,41710,40.75818,-73.937482,85000005
85,41800,40.754008,-73.942542,85000002
85,41911,40.750815,-73.940268,85000001
85,42085,40.758183,-73.93758,85000005
85,52795,40.749987,-73.94406,85000003
85,56191,40.749987,-73.94406,85000003
85,59542,40.758262,-73.937372,85000005
85,59775,40.750815,-73.940268,85000001
85,59837,40.758217,-73.937862,85000005
85,63252,40.758128,-73.93753,85000005
85,63398,40.749987,-73.94406,85000003
85,63433,40.749987,-73.94406,85000003
85,64641,40.752299,-73.938958,85000004
85,64848,40.750815,-73.940268,85000001
85,67875,40.758275,-73.937403,85000005
85,68095,40.758148,-73.937478,85000005
85,69715,40.751292,-73.940075,85000001
85,71224,40.754122,-73.942244,85000002
85,73531,40.754206,-73.942156,85000002
85,74225,40.758112,-73.937528,85000005
85,74834,40.759792,-73.936975,85000006
85,75128,40.75261,-73.938698,85000004
85,78159,40.750524,-73.93934,85000007
85,80216,40.753975,-73.942527,85000002
85,81135,40.751034,-73.940187,85000001
85,82042,40.757922,-73.937453,85000005
85,82499,40.751006,-73.940131,85000001
85,83222,40.759875,-73.936926,85000006
85,84599,40.749987,-73.94406,85000003
85,85837,40.749987,-73.94406,85000003
85,86994,40.754179,-73.942183,85000002
85,91014,40.75816,-73.937568,85000005
85,91835,40.752426,-73.93885,85000004
85,93894,40.750909,-73.940572,85000001
85,95883,40.754038,-73.942287,85000002
85,96435,40.758235,-73.937485,85000005
85,97234,40.758457,-73.93744,85000005
85,98692,40.751313,-73.939944,85000001
85,99056,40.749987,-73.94406,85000003
85,99541,40.754202,-73.942373,85000002
85,100342,40.754235,-73.942097,85000002
85,103572,40.758208,-73.9375,85000005
85,107783,40.751278,-73.93992,85000001
85,109869,40.754007,-73.942328,85000002
85,110386,40.750535,-73.939829,85000007
85,111927,40.754107,-73.94227,85000002
85,112764,40.759808,-73.936956,85000006
85,113022,40.750815,-73.940268,85000001
85,113613,40.75261,-73.938698,85000004
85,114302,40.750477,-73.939508,85000007
85,118163,40.751108,-73.940117,85000001
85,118428,40.759786,-73.936848,85000006
85,118544,40.758168,-73.937817,85000005
85,119657,40.758147,-73.93753,85000005
85,119710,40.75109,-73.94023,85000001
85,123723,40.750618,-73.939878,85000007
85,124592,40.750815,-73.940268,85000001
85,126540,40.750168,-73.944085,85000003
85,126602,40.758085,-73.937543,85000005
85,126793,40.7582,-73.937397,85000005
85,127428,40.749987,-73.94406,85000003
85,127842,40.754054,-73.942389,85000002
85,130509,40.749987,-73.94406,85000003
85,130947,40.754128,-73.942364,85000002
85,134345,40.750524,-73.939636,85000007
85,137585,40.753972,-73.942498,85000002
85,138202,40.752456,-73.938881,85000004
85,138689,40.749987,-73.94406,85000003
85,139707,40.7512,-73.94025,85000001
85,141789,40.750438,-73.939462,85000007
85,144526,40.749987,-73.94406,85000003
85,145368,40.758217,-73.93737,85000005
85,150071,40.750044,-73.939373,85000007
85,150753,40.754107,-73.942114,85000002
85,151434,40.75811,-73.9375,85000005
85,151992,40.751126,-73.940126,85000001
85,152243,40.751005,-73.940383,85000001
85,154308,40.751327,-73.940025,85000001
85,154544,40.754105,-73.942358,85000002
85,155668,40.753968,-73.94263,85000002
85,155865,40.759827,-73.93685,85000006
85,157914,40.75447,-73.942128,85000002
85,158887,40.751101,-73.940361,85000001
85,161410,40.750265,-73.939017,85000007
85,164203,40.749987,-73.94406,85000003
85,165869,40.749987,-73.94406,85000003
85,166805,40.758198,-73.93785,85000005
85,168971,40.750558,-73.939422,85000007
85,169366,40.749987,-73.94406,85000003
85,169530,40.758313,-73.937827,85000005
85,171701,40.759658,-73.93683,85000006
85,174534,40.758205,-73.937333,85000005
85,178245,40.752348,-73.939025,85000004
85,178807,40.750426,-73.939389,85000007
85,180935,40.750403,-73.939198,85000007
85,184521,40.758105,-73.937517,85000005
85,188766,40.758067,-73.937582,85000005
85,191803,40.749987,-73.94406,85000003
85,195394,40.750815,-73.940268,85000001
85,195601,40.752176,-73.939186,85000004
85,199960,40.749987,-73.94406,85000003
85,200967,40.750193,-73.938922,85000007
85,204338,40.750293,-73.939216,85000007
85,206190,40.75816,-73.937618,85000005
