76,15689,40.770193,-73.951154,76000001
76,19607,40.770132,-73.951132,76000001
76,19836,40.769738,-73.950683,76000001
76,30997,40.769752,-73.951255,76000001
76,33025,40.769979,-73.951293,76000001
76,34887,40.769672,-73.950902,76000001
76,39383,40.769594,-73.950861,76000001
76,41652,40.769777,-73.950802,76000001
76,47002,40.768872,-73.949765,76000002
76,48864,40.76994,-73.950783,76000001
76,55304,40.770248,-73.951275,76000001
76,57133,40.769743,-73.950818,76000001
76,58828,40.76398,-73.947577,76000004
76,61559,40.768513,-73.949755,76000002
76,66652,40.769501,-73.950909,76000001
76,72371,40.768623,-73.949802,76000002
76,74829,40.769528,-73.950827,76000001
76,83314,40.767781,-73.949848,76000003
76,87023,40.770149,-73.951269,76000001
76,89864,40.770128,-73.9513,76000001
76,91731,40.768828,-73.95007,76000002
76,96095,40.767781,-73.949848,76000003
76,100332,40.769641,-73.950809,76000001
76,100771,40.76998,-73.951072,76000001
76,106900,40.763972,-73.947502,76000004
76,115914,40.769722,-73.950886,76000001
76,116721,40.770279,-73.951199,76000001
76,126088,40.769999,-73.951297,76000001
76,134210,40.76994,-73.951277,76000001
76,136493,40.77027,-73.9513,76000001
76,137809,40.770157,-73.951283,76000001
76,151260,40.768818,-73.950283,76000002
76,159288,40.769972,-73.950673,76000001
76,164215,40.769923,-73.950558,76000001
76,166041,40.764107,-73.947575,76000004
76,168512,40.769693,-73.950817,76000001
76,169527,40.770132,-73.951132,76000001
76,174919,40.770051,-73.951266,76000001
76,176562,40.768468,-73.949447,76000002
76,176760,40.770287,-73.951253,76000001
76,177029,40.769732,-73.951202,76000001
76,177712,40.768665,-73.949928,76000002
76,177746,40.767703,-73.949894,76000003
76,180258,40.768584,-73.949936,76000002
76,184745,40.767781,-73.949848,76000003
76,186953,40.768716,-73.949579,76000002
76,188604,40.768502,-73.949802,76000002
76,188678,40.770022,-73.951145,76000001
76,201813,40.769858,-73.950787,76000001
76,202540,40.764083,-73.947688,76000004
76,202825,40.769745,-73.950935,76000001
76,208551,40.767781,-73.949848,76000003
76,210556,40.76863,-73.949765,76000002
76,211135,40.77001,-73.951228,76000001
76,213731,40.76428,-73.947617,76000004
76,213748,40.769902,-73.951055,76000001
76,217727,40.768427,-73.949547,76000002
76,223021,40.769633,-73.950835,76000001
76,226638,40.768735,-73.950092,76000002
76,230722,40.769762,-73.950962,76000001
