65,1345,40.750304,-73.952031,65000001
65,6017,40.760146,-73.957873,65000002
65,17457,40.760213,-73.955471,65000003
65,18582,40.750299,-73.952027,65000001
65,20050,40.750365,-73.952127,65000001
65,25351,40.760153,-73.955467,65000003
65,34767,40.758621,-73.957704,65000004
65,36487,40.758621,-73.957704,65000004
65,45516,40.760213,-73.955471,65000003
65,47568,40.760213,-73.955471,65000003
65,54926,40.758621,-73.957704,65000004
65,62646,40.758621,-73.957704,65000004
65,72026,40.760213,-73.955471,65000003
65,81600,40.758623,-73.957706,65000004
65,96975,40.760213,-73.955471,65000003
65,98703,40.758621,-73.957704,65000004
65,106539,40.750301,-73.951998,65000001
65,110517,40.758621,-73.957704,65000004
65,118199,40.76027,-73.958243,65000002
65,120090,40.760213,-73.955471,65000003
65,129867,40.760287,-73.958005,65000002
65,132229,40.760195,-73.958036,65000002
65,136126,40.759916,-73.958131,65000002
65,138214,40.758623,-73.957706,65000004
65,140763,40.750301,-73.951998,65000001
65,146427,40.760243,-73.958027,65000002
65,156573,40.760144,-73.958017,65000002
65,164407,40.758621,-73.957704,65000004
65,166384,40.758623,-73.957706,65000004
65,166538,40.758623,-73.957706,65000004
65,168525,40.760283,-73.958295,65000002
65,173487,40.758623,-73.957706,65000004
65,175085,40.760213,-73.955471,65000003
65,189425,40.750329,-73.952151,65000001
65,190220,40.760213,-73.955471,65000003
65,193009,40.758621,-73.957704,65000004
65,198847,40.760213,-73.955471,65000003
65,201426,40.758621,-73.957704,65000004
65,203222,40.758621,-73.957704,65000004
65,211127,40.758623,-73.957706,65000004
65,218717,40.760213,-73.955471,65000003
65,224339,40.758621,-73.957704,65000004
65,225855,40.760213,-73.955471,65000003
65,228909,40.758621,-73.957704,65000004
