Cluster_ID,Longitude,Latitude,Number_Of_Points
51,-73.981075,40.781848,168
51,-73.981075,40.781848,168
51,-73.98088199999998,40.781902,168
51,-73.98117,40.781723,168
51,-73.981088,40.781558,168
51,-73.980985,40.781605,168
51,-73.981227,40.78163,168
51,-73.98103299999998,40.781893,168
51,-73.98081,40.781913,168
51,-73.981104,40.78156,168
51,-73.98118499999998,40.781664,168
51,-73.98098,40.78215,168
51,-73.981426,40.78182,168
51,-73.98103999999998,40.78142,168
51,-73.981015,40.781288,168
51,-73.981025,40.781375,168
51,-73.981038,40.78136,168
51,-73.980979,40.782378,168
51,-73.980905,40.782393,168
51,-73.981162,40.78119,168
51,-73.98117399999998,40.781167,168
51,-73.98081999999998,40.78245,168
51,-73.98071,40.782372,168
51,-73.980812,40.782421,168
51,-73.980683,40.782417,168
51,-73.981077,40.78091,168
51,-73.981391,40.781161,168
51,-73.98137699999998,40.781248,168
51,-73.98135499999998,40.780965,168
51,-73.98129799999998,40.780952,168
51,-73.98128,40.780972,168
51,-73.98129,40.781095,168
51,-73.981353,40.781146,168
51,-73.98121899999998,40.781015,168
51,-73.98138799999998,40.781011,168
51,-73.981363,40.781156,168
51,-73.98106,40.780897,168
51,-73.98139,40.780982,168
51,-73.981395,40.780982,168
51,-73.980615,40.782308,168
51,-73.980558,40.782542,168
51,-73.980587,40.782303,168
51,-73.98053299999998,40.782608,168
51,-73.98137199999998,40.780905,168
51,-73.981256,40.780718,168
51,-73.98135499999998,40.780917,168
51,-73.981317,40.780867,168
51,-73.981167,40.780709,168
51,-73.98128,40.780795,168
51,-73.981335,40.780895,168
51,-73.98126,40.780842,168
51,-73.981188,40.780748,168
51,-73.981508,40.780989,168
51,-73.98161,40.781108,168
51,-73.981468,40.780972,168
51,-73.981414,40.780912,168
51,-73.98148,40.780875,168
51,-73.98149499999998,40.781158,168
51,-73.98147199999998,40.780913,168
51,-73.981603,40.781242,168
51,-73.981497,40.781065,168
51,-73.981543,40.781097,168
51,-73.981532,40.78101,168
51,-73.981542,40.781003,168
51,-73.98152299999998,40.781175,168
51,-73.98151699999998,40.781072,168
51,-73.981301,40.780671,168
51,-73.98137699999998,40.780802,168
51,-73.981458,40.780812,168
51,-73.98146699999998,40.780847,168
51,-73.981537,40.780867,168
51,-73.981335,40.780687,168
51,-73.98151699999998,40.78087,168
51,-73.98142699999998,40.780784,168
51,-73.981612,40.780898,168
51,-73.981378,40.780815,168
51,-73.98162999999998,40.780837,168
51,-73.98035799999998,40.78225,168
51,-73.980517,40.782677,168
51,-73.980479,40.782895,168
51,-73.981543,40.780643,168
51,-73.981442,40.780495,168
51,-73.981458,40.780588,168
51,-73.98150099999998,40.780602,168
51,-73.98111799999998,40.780445,168
51,-73.98168599999998,40.780745,168
51,-73.98011099999998,40.782222,168
51,-73.98012,40.782108,168
51,-73.98020099999998,40.782441,168
51,-73.980607,40.782933,168
51,-73.98058299999998,40.782943,168
51,-73.980523,40.782937,168
51,-73.980378,40.783008,168
51,-73.980568,40.783134,168
51,-73.980615,40.783139,168
51,-73.98162999999998,40.780455,168
51,-73.981458,40.780285,168
51,-73.981858,40.780587,168
51,-73.980585,40.783215,168
51,-73.980108,40.782938,168
51,-73.980575,40.783283,168
51,-73.980682,40.783323,168
51,-73.981403,40.78016,168
51,-73.981435,40.780181,168
51,-73.98146,40.779985,168
51,-73.98162999999998,40.780027,168
51,-73.981482,40.77977,168
51,-73.981773,40.78014,168
51,-73.981735,40.779804,168
51,-73.98165299999998,40.77953,168
51,-73.98157999999998,40.779628,168
51,-73.981705,40.779582,168
51,-73.98177699999998,40.779673,168
51,-73.98192,40.779785,168
51,-73.981752,40.779315,168
51,-73.98169699999998,40.779143,168
51,-73.981966,40.779416,168
51,-73.98147199999998,40.77928,168
51,-73.98183799999998,40.77888,168
51,-73.981925,40.778995,168
51,-73.98139899999998,40.779262,168
51,-73.98125,40.779202,168
51,-73.98119,40.779283,168
51,-73.981255,40.779169,168
51,-73.981847,40.778783,168
51,-73.981986,40.778983,168
51,-73.981978,40.779036,168
51,-73.981942,40.778645,168
51,-73.9818,40.778595,168
51,-73.981865,40.778807,168
51,-73.98196799999998,40.778957,168
51,-73.981187,40.779413,168
51,-73.981031,40.77939,168
51,-73.981029,40.779293,168
51,-73.98157,40.778678,168
51,-73.981633,40.778608,168
51,-73.981758,40.778517,168
51,-73.981566,40.778696,168
51,-73.981577,40.778717,168
51,-73.982146,40.77923,168
51,-73.98214799999998,40.778527,168
51,-73.98214299999998,40.778698,168
51,-73.981767,40.778437,168
51,-73.981986,40.778396,168
51,-73.981633,40.778455,168
51,-73.981847,40.778327,168
51,-73.981685,40.778471,168
51,-73.98160799999998,40.778539,168
51,-73.980905,40.779553,168
51,-73.98148899999998,40.778716,168
51,-73.98147799999998,40.778423,168
51,-73.981447,40.778894,168
51,-73.981468,40.77856,168
51,-73.98129799999998,40.778597,168
51,-73.98169699999998,40.77825,168
51,-73.981729,40.778254,168
51,-73.98180399999998,40.778203,168
51,-73.981722,40.778187,168
51,-73.98192,40.778202,168
51,-73.982037,40.778147,168
51,-73.981998,40.778092,168
51,-73.98129799999998,40.77841,168
51,-73.98124699999998,40.778487,168
51,-73.982017,40.778059,168
51,-73.981987,40.77794,168
51,-73.982275,40.778077,168
51,-73.982258,40.778054,168
51,-73.98213599999998,40.777742,168
