Cluster_ID,Longitude,Latitude,Number_Of_Points
63,-73.98268199999998,40.748103,197
63,-73.98268199999998,40.748103,197
63,-73.982657,40.748167,197
63,-73.9826,40.74822,197
63,-73.98279499999998,40.747975,197
63,-73.98273299999998,40.748262,197
63,-73.98258699999998,40.748437,197
63,-73.98255299999998,40.7484,197
63,-73.98238,40.74837,197
63,-73.982765,40.747798,197
63,-73.98296999999998,40.747908,197
63,-73.98270499999998,40.747745,197
63,-73.98265399999998,40.747761,197
63,-73.98250199999998,40.748548,197
63,-73.982297,40.748482,197
63,-73.982336,40.748538,197
63,-73.982173,40.748515,197
63,-73.98233999999998,40.74862,197
63,-73.982118,40.748249,197
63,-73.982273,40.748531,197
63,-73.98277899999998,40.747569,197
63,-73.98274,40.747648,197
63,-73.982943,40.747603,197
63,-73.983188,40.74773,197
63,-73.983075,40.747818,197
63,-73.982573,40.747488,197
63,-73.982338,40.748718,197
63,-73.98228799999998,40.74866,197
63,-73.982321,40.748675,197
63,-73.982297,40.748745,197
63,-73.982043,40.74855,197
63,-73.98222599999998,40.748812,197
63,-73.98206,40.74878,197
63,-73.981942,40.748555,197
63,-73.982139,40.748813,197
63,-73.982381,40.748908,197
63,-73.98296999999998,40.747345,197
63,-73.98290699999998,40.747498,197
63,-73.982707,40.747307,197
63,-73.98286799999998,40.747378,197
63,-73.983047,40.747539,197
63,-73.983072,40.747345,197
63,-73.983047,40.747367,197
63,-73.983445,40.747619,197
63,-73.98205199999998,40.748797,197
63,-73.982484,40.748927,197
63,-73.98211,40.748961,197
63,-73.981837,40.748705,197
63,-73.983017,40.747069,197
63,-73.98317,40.74734,197
63,-73.983247,40.747242,197
63,-73.981753,40.748917,197
63,-73.983193,40.747055,197
63,-73.983434,40.747257,197
63,-73.98341499999998,40.747258,197
63,-73.98337999999998,40.747233,197
63,-73.983411,40.74706,197
63,-73.983575,40.747085,197
63,-73.983503,40.746985,197
63,-73.983513,40.747023,197
63,-73.983672,40.747192,197
63,-73.983568,40.74708,197
63,-73.983517,40.747013,197
63,-73.983418,40.746799,197
63,-73.98360599999998,40.746865,197
63,-73.98357699999998,40.74689,197
63,-73.983447,40.746892,197
63,-73.983463,40.746809,197
63,-73.98353199999998,40.746965,197
63,-73.98377399999998,40.747019,197
63,-73.983576,40.746755,197
63,-73.983877,40.747335,197
63,-73.983643,40.746638,197
63,-73.983644,40.746606,197
63,-73.983823,40.746675,197
63,-73.98403299999998,40.746948,197
63,-73.983767,40.746528,197
63,-73.98385899999998,40.746685,197
63,-73.983788,40.746569,197
63,-73.983907,40.746567,197
63,-73.983815,40.746439,197
63,-73.98393,40.746458,197
63,-73.98401599999998,40.74655,197
63,-73.983973,40.746518,197
63,-73.98384799999998,40.746262,197
63,-73.98380799999998,40.746243,197
63,-73.984018,40.74633,197
63,-73.984189,40.7466,197
63,-73.98410599999998,40.746319,197
63,-73.984109,40.746203,197
63,-73.98389199999998,40.746133,197
63,-73.983897,40.746088,197
63,-73.98369499999998,40.745967,197
63,-73.98419199999998,40.746203,197
63,-73.98438,40.746142,197
63,-73.984392,40.74614,197
63,-73.984233,40.746,197
63,-73.9843,40.745773,197
63,-73.984222,40.745857,197
63,-73.98432699999998,40.745612,197
63,-73.98415199999998,40.745542,197
63,-73.984302,40.745523,197
63,-73.984358,40.745593,197
63,-73.984547,40.745688,197
63,-73.98455199999998,40.745711,197
63,-73.98443399999998,40.745675,197
63,-73.984407,40.745615,197
63,-73.984345,40.745317,197
63,-73.98482099999998,40.745643,197
63,-73.98471499999998,40.745427,197
63,-73.984997,40.745548,197
63,-73.984852,40.745723,197
63,-73.98475,40.745277,197
63,-73.98469,40.745284,197
63,-73.984925,40.745218,197
63,-73.98456,40.745043,197
63,-73.984865,40.744998,197
63,-73.98505,40.745003,197
63,-73.98509,40.744805,197
63,-73.984593,40.744968,197
63,-73.984778,40.744803,197
63,-73.98527199999998,40.745048,197
