Cluster_ID,Longitude,Latitude,Number_Of_Points
3,-73.987295,40.750473,205
3,-73.987295,40.750473,205
3,-73.98747199999998,40.75068,205
3,-73.98743,40.750506,205
3,-73.987412,40.750615,205
3,-73.98711,40.750602,205
3,-73.987187,40.750574,205
3,-73.987155,40.75056,205
3,-73.98739999999998,40.75025,205
3,-73.987493,40.750613,205
3,-73.987378,40.750304,205
3,-73.98714699999998,40.75061,205
3,-73.98708499999998,40.750358,205
3,-73.987177,40.7507,205
3,-73.987572,40.750365,205
3,-73.98746,40.750382,205
3,-73.987598,40.750435,205
3,-73.987668,40.750502,205
3,-73.987295,40.750888,205
3,-73.987707,40.750778,205
3,-73.987413,40.750807,205
3,-73.987598,40.750537,205
3,-73.98699,40.750815,205
3,-73.98701099999998,40.750719,205
3,-73.986959,40.750444,205
3,-73.987465,40.750149,205
3,-73.98753499999998,40.750168,205
3,-73.98778799999998,40.75065,205
3,-73.98706,40.750189,205
3,-73.987706,40.750381,205
3,-73.987862,40.750438,205
3,-73.98786699999998,40.75058,205
3,-73.987904,40.750366,205
3,-73.98735499999998,40.751063,205
3,-73.98717399999998,40.751009,205
3,-73.987413,40.751053,205
3,-73.987857,40.750995,205
3,-73.986796,40.750999,205
3,-73.986745,40.750747,205
3,-73.986818,40.750683,205
3,-73.98750699999998,40.749853,205
3,-73.987566,40.749953,205
3,-73.9876,40.749917,205
3,-73.98805199999998,40.750735,205
3,-73.988093,40.750437,205
3,-73.988057,40.75012,205
3,-73.98753,40.75131,205
3,-73.98679799999998,40.75124,205
3,-73.986796,40.751202,205
3,-73.98692599999998,40.751216,205
3,-73.98649399999998,40.750827,205
3,-73.98765299999998,40.749648,205
3,-73.98782699999998,40.749842,205
3,-73.987852,40.749822,205
3,-73.986749,40.751486,205
3,-73.98686499999998,40.751355,205
3,-73.98763499999998,40.749521,205
3,-73.987582,40.749467,205
3,-73.987886,40.749534,205
3,-73.98812499999998,40.74979,205
3,-73.98668499999998,40.751778,205
3,-73.98646999999998,40.751528,205
3,-73.98667399999998,40.751706,205
3,-73.98649,40.751427,205
3,-73.98804199999998,40.749576,205
3,-73.988207,40.750078,205
3,-73.98833899999998,40.749824,205
3,-73.988223,40.749792,205
3,-73.986537,40.751845,205
3,-73.98640399999998,40.751852,205
3,-73.986402,40.751718,205
3,-73.986277,40.751688,205
3,-73.98634199999998,40.75155,205
3,-73.986385,40.751472,205
3,-73.986317,40.751265,205
3,-73.988077,40.749302,205
3,-73.988487,40.749993,205
3,-73.98630799999998,40.751846,205
3,-73.986193,40.751759,205
3,-73.98611699999998,40.751817,205
3,-73.98609999999998,40.751908,205
3,-73.986112,40.751588,205
3,-73.988262,40.749095,205
3,-73.98792799999998,40.749175,205
3,-73.98824,40.749175,205
3,-73.988256,40.749189,205
3,-73.98618,40.752105,205
3,-73.985971,40.752027,205
3,-73.986135,40.752155,205
3,-73.98850299999998,40.748988,205
3,-73.98833299999998,40.748967,205
3,-73.98813199999998,40.748955,205
3,-73.98823299999998,40.748816,205
3,-73.988034,40.748936,205
3,-73.988265,40.748887,205
3,-73.98815999999998,40.748945,205
3,-73.988314,40.749087,205
3,-73.98804199999998,40.748966,205
3,-73.988456,40.748944,205
3,-73.988335,40.748992,205
3,-73.98789499999998,40.748938,205
3,-73.98621199999998,40.752271,205
3,-73.986165,40.75225,205
3,-73.986098,40.752213,205
3,-73.985783,40.75226,205
3,-73.98582,40.752202,205
3,-73.985853,40.752178,205
3,-73.985955,40.752395,205
3,-73.988332,40.74878,205
3,-73.98869899999998,40.748863,205
3,-73.988483,40.748705,205
3,-73.988567,40.748948,205
3,-73.98797999999998,40.748737,205
3,-73.988445,40.748672,205
3,-73.987837,40.748877,205
3,-73.988635,40.748712,205
3,-73.98851899999998,40.748668,205
3,-73.98865499999998,40.748722,205
3,-73.987706,40.748934,205
3,-73.985827,40.752441,205
3,-73.98583399999998,40.752534,205
3,-73.985765,40.75245,205
3,-73.985658,40.752205,205
3,-73.985887,40.752483,205
3,-73.985697,40.752317,205
3,-73.98576199999998,40.752562,205
3,-73.98850299999998,40.748637,205
3,-73.988427,40.748547,205
3,-73.98842,40.748485,205
3,-73.988622,40.748529,205
3,-73.988437,40.748387,205
3,-73.988645,40.748435,205
3,-73.988685,40.748477,205
3,-73.985647,40.752575,205
3,-73.985782,40.752793,205
3,-73.985511,40.752413,205
3,-73.98846399999998,40.748367,205
3,-73.988545,40.748349,205
3,-73.98858099999998,40.748333,205
3,-73.988409,40.748316,205
3,-73.988826,40.748453,205
3,-73.988741,40.74837,205
3,-73.988298,40.748132,205
3,-73.98850299999998,40.748165,205
3,-73.988685,40.748168,205
3,-73.985353,40.752585,205
3,-73.98557499999998,40.752942,205
3,-73.985932,40.752827,205
3,-73.985938,40.753032,205
3,-73.98895299999998,40.748335,205
3,-73.98904799999998,40.748355,205
3,-73.98908799999998,40.748542,205
3,-73.988504,40.747995,205
3,-73.988174,40.747994,205
3,-73.988669,40.747975,205
3,-73.98870499999998,40.747965,205
3,-73.98889699999998,40.748032,205
3,-73.98894,40.748136,205
3,-73.988929,40.748096,205
3,-73.986085,40.752955,205
3,-73.98599799999998,40.753058,205
3,-73.986002,40.753208,205
3,-73.989182,40.748206,205
3,-73.98903,40.748126,205
3,-73.989158,40.748492,205
3,-73.989143,40.748452,205
3,-73.989034,40.748096,205
3,-73.98927299999998,40.748317,205
3,-73.989289,40.748615,205
3,-73.98838,40.747772,205
3,-73.988433,40.747831,205
3,-73.98808699999998,40.747841,205
3,-73.987961,40.748023,205
3,-73.98807999999998,40.747784,205
3,-73.988135,40.747808,205
3,-73.988855,40.747762,205
3,-73.988883,40.747814,205
3,-73.989153,40.747918,205
3,-73.98912799999998,40.748038,205
3,-73.989112,40.747913,205
3,-73.985966,40.753464,205
3,-73.989385,40.748,205
3,-73.988245,40.747578,205
3,-73.98824299999998,40.747527,205
3,-73.98821499999998,40.747646,205
3,-73.987937,40.747682,205
3,-73.989143,40.747778,205
3,-73.98896499999998,40.747612,205
3,-73.989075,40.747628,205
3,-73.98940799999998,40.747782,205
3,-73.989304,40.747831,205
3,-73.989348,40.747768,205
3,-73.989208,40.747685,205
3,-73.98603799999998,40.753593,205
3,-73.985933,40.753528,205
3,-73.98618999999998,40.753555,205
3,-73.986226,40.753489,205
3,-73.98823299999998,40.747279,205
3,-73.98937499999998,40.747621,205
3,-73.98946599999998,40.74764,205
3,-73.989354,40.747426,205
3,-73.986343,40.753378,205
3,-73.989627,40.747393,205
3,-73.989528,40.747242,205
3,-73.98984699999998,40.74724,205
