Cluster_ID,Longitude,Latitude,Number_Of_Points
139,-73.95944199999998,40.774243,98
139,-73.959569,40.774027,98
139,-73.95931899999998,40.774254,98
139,-73.95927,40.774378,98
139,-73.959462,40.774297,98
139,-73.959558,40.774058,98
139,-73.959513,40.774005,98
139,-73.95923,40.774148,98
139,-73.959444,40.774142,98
139,-73.959316,40.774373,98
139,-73.959348,40.774122,98
139,-73.95957099999998,40.774061,98
139,-73.959325,40.774213,98
139,-73.959163,40.774283,98
139,-73.959483,40.773968,98
139,-73.959663,40.773855,98
139,-73.95957,40.773882,98
139,-73.959187,40.774495,98
139,-73.95919999999998,40.774433,98
139,-73.959113,40.774305,98
139,-73.959325,40.774559,98
139,-73.959264,40.774551,98
139,-73.959739,40.773735,98
139,-73.95979199999998,40.773778,98
139,-73.959767,40.773757,98
139,-73.95981299999998,40.773685,98
139,-73.95976,40.77372,98
139,-73.95990399999998,40.773809,98
139,-73.95924999999998,40.77472,98
139,-73.95908699999998,40.774648,98
139,-73.95912,40.774796,98
139,-73.959843,40.773573,98
139,-73.95993,40.773507,98
139,-73.959618,40.773478,98
139,-73.959952,40.773582,98
139,-73.959868,40.773485,98
139,-73.959959,40.773608,98
139,-73.960007,40.773585,98
139,-73.95999,40.77355,98
139,-73.959933,40.773453,98
139,-73.959911,40.773429,98
139,-73.959888,40.773465,98
139,-73.959935,40.773429,98
139,-73.958962,40.774699,98
139,-73.959085,40.77497,98
139,-73.958855,40.774682,98
139,-73.95896999999998,40.774915,98
139,-73.9589,40.774608,98
139,-73.95903199999998,40.775037,98
139,-73.958893,40.774957,98
139,-73.958955,40.775024,98
139,-73.959852,40.773328,98
139,-73.96011199999998,40.773481,98
139,-73.96006,40.77328,98
139,-73.960007,40.773312,98
139,-73.960233,40.773632,98
139,-73.960237,40.773745,98
139,-73.958797,40.774832,98
139,-73.958833,40.774918,98
139,-73.958809,40.774896,98
139,-73.95873799999998,40.774823,98
139,-73.95887399999998,40.775136,98
139,-73.958808,40.775039,98
139,-73.958718,40.774947,98
139,-73.958777,40.77507,98
139,-73.958712,40.77499,98
139,-73.959783,40.773145,98
139,-73.960267,40.77377,98
139,-73.96031,40.773807,98
139,-73.958635,40.775167,98
139,-73.958515,40.775205,98
139,-73.958537,40.775187,98
139,-73.95856,40.775373,98
139,-73.958545,40.775369,98
139,-73.95846199999998,40.775443,98
139,-73.95828199999998,40.775372,98
139,-73.95852499999998,40.775582,98
139,-73.95848499999998,40.775563,98
139,-73.958556,40.775626,98
139,-73.95845699999998,40.775658,98
139,-73.95818199999998,40.77551,98
139,-73.958405,40.775731,98
139,-73.95829999999998,40.775594,98
139,-73.95833299999998,40.775789,98
139,-73.958267,40.775755,98
139,-73.958318,40.775898,98
139,-73.958112,40.775768,98
139,-73.95798999999998,40.775975,98
139,-73.957848,40.776165,98
139,-73.95801,40.776212,98
139,-73.957975,40.776265,98
139,-73.95798999999998,40.776165,98
139,-73.957819,40.776212,98
139,-73.95773,40.776138,98
139,-73.95784299999998,40.77625,98
139,-73.957892,40.776277,98
139,-73.95774,40.776273,98
139,-73.95805199999998,40.776421,98
