Cluster_ID,Longitude,Latitude,Number_Of_Points
124,-73.98623,40.761877,42
124,-73.986424,40.761736,42
124,-73.98626,40.761825,42
124,-73.986281,40.761756,42
124,-73.98645999999998,40.761687,42
124,-73.986225,40.762137,42
124,-73.986692,40.761642,42
124,-73.98644199999998,40.761633,42
124,-73.986132,40.761585,42
124,-73.98620099999998,40.761503,42
124,-73.986502,40.761423,42
124,-73.98677499999998,40.761555,42
124,-73.986727,40.761344,42
124,-73.98645,40.76116,42
124,-73.98689,40.76136,42
124,-73.98688,40.761282,42
124,-73.98682499999998,40.76108,42
124,-73.98694,40.761172,42
124,-73.986633,40.761121,42
124,-73.986835,40.761095,42
124,-73.986818,40.761202,42
124,-73.98695499999998,40.761308,42
124,-73.986987,40.76121,42
124,-73.986282,40.761192,42
124,-73.98654999999998,40.760883,42
124,-73.98654999999998,40.761045,42
124,-73.986855,40.760997,42
124,-73.986678,40.760875,42
124,-73.986936,40.760874,42
124,-73.987003,40.760856,42
124,-73.98664599999998,40.760871,42
124,-73.987035,40.761005,42
124,-73.986299,40.760754,42
124,-73.987127,40.760872,42
124,-73.987153,40.760783,42
124,-73.987177,40.760872,42
124,-73.9872,40.760804,42
124,-73.98728699999998,40.760885,42
124,-73.987318,40.760959,42
124,-73.987458,40.760855,42
124,-73.987533,40.760905,42
124,-73.987553,40.760918,42
