Cluster_ID,Longitude,Latitude,Number_Of_Points
38,-73.97952499999998,40.746453,16
38,-73.97952499999998,40.746453,16
38,-73.97935699999998,40.746262,16
38,-73.97958699999998,40.746517,16
38,-73.97968199999998,40.746433,16
38,-73.97971699999998,40.746245,16
38,-73.97978999999998,40.746402,16
38,-73.97959899999998,40.74615,16
38,-73.97949199999998,40.746125,16
38,-73.979207,40.74612,16
38,-73.97967,40.746027,16
38,-73.979465,40.745933,16
38,-73.97958699999998,40.745862,16
38,-73.979077,40.746032,16
38,-73.979258,40.745863,16
38,-73.979802,40.745802,16
